process,month,flight_type,connection,ticket_purchased_by,ticket_purchase_channel,transport_to_airport,has_disability,uses_assistive_device,requested_special_assistance,disembarkation_method_used,disembarkation_method_rating,used_parking,curbside_dropoff_ease,transport_options_to_airport,checkin_method,checkin_process,checkin_queue_wait_time,checkin_queue_organization,self_service_kiosk_quantity,checkin_counter_quantity,staff_courtesy,checkin_service_time,ticket_purchase_process,airline_service,security_screening_process,security_queue_wait_time,security_queue_organization,security_staff_service,immigration_control,immigration_queue_wait_time,immigration_queue_organization,immigration_staff_service,service_window_quantity,customs_control,customs_queue_wait_time,customs_queue_organization,customs_staff_service,food_beverage_outlets,food_beverage_outlet_quantity,food_beverage_quality_variety,food_beverage_price_quality,retail_outlets,retail_outlet_quantity,retail_quality_variety,retail_price_quality,parking,parking_facility_quality,parking_space_availability_ease,parking_terminal_access_ease,parking_value_for_money,location_and_movement,signage,flight_information_display_availability,terminal_accessibility,boarding_lounge_comfort,thermal_comfort,acoustic_comfort,seat_availability,reserved_seat_availability,power_outlet_availability,airport_internet,internet_connection_speed,network_access_ease,restrooms,restroom_quantity,restroom_cleanliness,restroom_maintenance,overall_airport_cleanliness,baggage_claim_process,baggage_carousel_identification_ease,baggage_claim_time,baggage_integrity,nationality,gender,age_group,education,household_income,traveling_alone,number_of_companions,trip_purpose,trips_last_12_months,used_airport_before_last_12_months,arrival_lead_time,connection_wait_time,disembarkation_method_rating_is_applicable,curbside_dropoff_ease_is_applicable,transport_options_to_airport_is_applicable,checkin_process_is_applicable,checkin_queue_wait_time_is_applicable,checkin_queue_organization_is_applicable,self_service_kiosk_quantity_is_applicable,checkin_counter_quantity_is_applicable,staff_courtesy_is_applicable,checkin_service_time_is_applicable,ticket_purchase_process_is_applicable,airline_service_is_applicable,security_screening_process_is_applicable,security_queue_wait_time_is_applicable,security_queue_organization_is_applicable,security_staff_service_is_applicable,immigration_queue_wait_time_is_applicable,immigration_queue_organization_is_applicable,immigration_staff_service_is_applicable,service_window_quantity_is_applicable,customs_control_is_applicable,customs_queue_wait_time_is_applicable,customs_queue_organization_is_applicable,customs_staff_service_is_applicable,food_beverage_outlets_is_applicable,food_beverage_outlet_quantity_is_applicable,food_beverage_quality_variety_is_applicable,food_beverage_price_quality_is_applicable,retail_outlets_is_applicable,retail_outlet_quantity_is_applicable,retail_quality_variety_is_applicable,retail_price_quality_is_applicable,parking_is_applicable,parking_facility_quality_is_applicable,parking_space_availability_ease_is_applicable,parking_terminal_access_ease_is_applicable,parking_value_for_money_is_applicable,signage_is_applicable,flight_information_display_availability_is_applicable,terminal_accessibility_is_applicable,boarding_lounge_comfort_is_applicable,thermal_comfort_is_applicable,acoustic_comfort_is_applicable,seat_availability_is_applicable,reserved_seat_availability_is_applicable,power_outlet_availability_is_applicable,airport_internet_is_applicable,internet_connection_speed_is_applicable,network_access_ease_is_applicable,restrooms_is_applicable,restroom_quantity_is_applicable,restroom_cleanliness_is_applicable,restroom_maintenance_is_applicable,baggage_claim_process_is_applicable,baggage_carousel_identification_ease_is_applicable,baggage_claim_time_is_applicable,baggage_integrity_is_applicable,arrival_lead_time_is_applicable,connection_wait_time_is_applicable,y_true,y_pred,is_error,error_type,proba_satisfied,model_confidence
Boarding,December,Domestic,Connecting,By the passenger,Travel agency/third-party website,Not applicable,No,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,5.0,,,,,Brazilian,Male,26 to 35 years,Higher education,Between 2 and 4 minimum wages,Yes,,Leisure and business,2 to 3,No,,2700.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,False,correct,0.8845599,0.8845599
Boarding,August,Domestic,Boarded at the airport,By third parties,,Own car,No,Not applicable,Not applicable,Not applicable,,No,5.0,,Internet/app,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,4.0,,,,,,5.0,,,5.0,,,,5.0,,,,,Brazilian,Male,26 to 35 years,High school,Between 4 and 10 minimum wages,No,1 person,Leisure,1 - first trip,,8100.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.9495392,0.9495392
Boarding,July,Domestic,Boarded at the airport,By the passenger,Airline website/app,Bus,No,Not applicable,Not applicable,Not applicable,,,3.0,3.0,Internet/app,,,,,,,,4.0,,4.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,4.0,,,,3.0,3.0,3.0,1.0,,1.0,,,,4.0,,,,5.0,,,,,Brazilian,Female,18 to 25 years,High school,Between 1 and 2 minimum wages,No,1 person,Leisure,4 to 5,No,10800.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,True,false_negative,0.15384407,0.84615594
Boarding,October,Domestic,Boarded at the airport,By the passenger,Travel agency/third-party website,Own car,No,Not applicable,Not applicable,Not applicable,,No,5.0,,Counter,5.0,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,5.0,,,,5.0,,,,,Brazilian,Male,36 to 45 years,Higher education,Between 10 and 20 minimum wages,Yes,,Leisure and business,6 to 10,Yes,10800.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.9667508,0.9667508
Boarding,November,Domestic,Boarded at the airport,By the passenger,Airline website/app,Ride-hailing app,No,Not applicable,Not applicable,Not applicable,,,4.0,3.0,Internet/app,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,4.0,,,,,,,,,,,,,4.0,,,,,Brazilian,Male,46 to 55 years,Higher education,Between 10 and 20 minimum wages,Yes,,Family,More than 11,Yes,2700.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.8308159,0.8308159
Disembarkation,November,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,Brazilian,Female,Unknown,,,,,,4 to 5,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,false_positive,0.62609774,0.62609774
Boarding,August,Domestic,Boarded at the airport,By the passenger,Airline website/app,Rental car,No,Not applicable,Not applicable,Not applicable,,,5.0,,Counter,5.0,,,,,,,5.0,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,5.0,,,,,5.0,5.0,,,5.0,,,,5.0,,,,,Brazilian,Male,46 to 55 years,Higher education,Between 10 and 20 minimum wages,No,1 person,Leisure,1 - first trip,No,10800.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.96541667,0.96541667
Disembarkation,August,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,Brazilian,Male,Unknown,,,,,,4 to 5,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.7914919,0.7914919
Disembarkation,August,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,5.0,,,,Brazilian,Female,Unknown,,,,,,2 to 3,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,false_positive,0.7532753,0.7532753
Disembarkation,July,International,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,Brazilian,Male,Unknown,,,,,,2 to 3,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.70188254,0.70188254
Boarding,July,Domestic,Connecting,By the passenger,Travel agency/third-party website,Not applicable,No,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,4.0,,,,5.0,,,,,4.0,,,,4.0,,,,4.0,,,,,Brazilian,Female,36 to 45 years,Higher education,Up to 1 minimum wage,No,2 people,Leisure,1 - first trip,,,8100.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,False,correct,0.9286048,0.9286048
Disembarkation,November,International,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,Brazilian,Female,Unknown,,,,,,6 to 10,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.6525939,0.6525939
Boarding,February,Domestic,Boarded at the airport,By third parties,,Own car,No,Not applicable,Not applicable,Not applicable,,No,5.0,,Internet/app,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,,,5.0,,,,,Brazilian,Male,26 to 35 years,High school,Between 4 and 10 minimum wages,Yes,,Business,4 to 5,Yes,2700.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.9465506,0.9465506
Boarding,September,Domestic,Boarded at the airport,By the passenger,Travel agency/third-party website,Taxi,No,Not applicable,Not applicable,Not applicable,,,4.0,4.0,Internet/app,,,,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,3.0,3.0,1.0,,3.0,,,,4.0,,,,4.0,,,,,Brazilian,Female,36 to 45 years,Graduate specialization,Between 4 and 10 minimum wages,Yes,,Business,2 to 3,No,2700.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False,correct,0.17475721,0.82524276
Disembarkation,August,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,Brazilian,Female,Unknown,,,,,,2 to 3,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.8674644,0.8674644
Boarding,February,Domestic,Boarded at the airport,By the passenger,Airline website/app,Ride-hailing app,No,Not applicable,Not applicable,Not applicable,,,5.0,5.0,Internet/app,,,,,,,,5.0,,5.0,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,5.0,,,,4.0,,,,,,,,,5.0,,,,5.0,,,,,Brazilian,Female,26 to 35 years,High school,Between 4 and 10 minimum wages,Yes,,Family,1 - first trip,,9900.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.96949434,0.96949434
Boarding,January,Domestic,Boarded at the airport,By third parties,,Own car,No,Not applicable,Not applicable,Not applicable,,Yes,,,Internet/app,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,4.0,,,,,,,,,,,,,4.0,,,,,Brazilian,Female,18 to 25 years,Higher education,Between 10 and 20 minimum wages,No,1 person,Study/conference,4 to 5,Yes,6300.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.80390525,0.80390525
Boarding,June,Domestic,Boarded at the airport,By third parties,,Own car,No,Not applicable,Not applicable,Not applicable,,Yes,,,Internet/app,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,5.0,,,,,5.0,4.0,,,,,,,5.0,,,,,Brazilian,Male,26 to 35 years,Master's degree,Between 4 and 10 minimum wages,Yes,,Business,2 to 3,Yes,4500.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.9863789,0.9863789
Boarding,October,International,Connecting,By third parties,,Not applicable,No,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,,3.0,,,,,,,,,3.0,,3.0,3.0,3.0,,,,,Foreign,Male,36 to 45 years,Higher education,Prefer not to say,Yes,,Business,6 to 10,No,,2700.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,False,correct,0.02680198,0.973198
Boarding,May,Domestic,Connecting,By third parties,,Not applicable,No,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,5.0,,,4.0,,,,4.0,,,,,Brazilian,Male,36 to 45 years,Higher education,Between 4 and 10 minimum wages,Yes,,Business,6 to 10,No,,10800.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,False,correct,0.913077,0.913077
Disembarkation,October,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,Brazilian,Female,Unknown,,,,,,2 to 3,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.79361904,0.79361904
Disembarkation,November,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,4.0,,,,Brazilian,Male,Unknown,,,,,,More than 11,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.7443983,0.7443983
Disembarkation,August,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,Brazilian,Male,Unknown,,,,,,1 - first trip,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.70972973,0.70972973
Boarding,November,Domestic,Boarded at the airport,By third parties,,Ride-hailing app,No,Not applicable,Not applicable,Not applicable,,,4.0,4.0,Internet/app,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,4.0,,,,,,4.0,,,4.0,,,,5.0,,,,,Brazilian,Male,56 to 65 years,Master's degree,Between 10 and 20 minimum wages,Yes,,Business,More than 11,Yes,6300.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.91303045,0.91303045
Boarding,March,Domestic,Boarded at the airport,By third parties,,Rental car,No,Not applicable,Not applicable,Not applicable,,,5.0,5.0,Self-service kiosk,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,5.0,5.0,,,4.0,,,,5.0,,,,,Brazilian,Male,36 to 45 years,High school,Between 4 and 10 minimum wages,No,3 people,Leisure,2 to 3,No,9900.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.9746994,0.9746994
Disembarkation,March,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,Brazilian,Male,Unknown,,,,,,2 to 3,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.87720144,0.87720144
Disembarkation,December,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,5.0,,,,Brazilian,Male,Unknown,,,,,,2 to 3,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,false_positive,0.774116,0.774116
Disembarkation,August,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,Brazilian,Male,Unknown,,,,,,6 to 10,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,correct,0.11333673,0.88666326
Disembarkation,July,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,Brazilian,Male,Unknown,,,,,,More than 11,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,True,false_positive,0.7218836,0.7218836
Disembarkation,June,International,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,5.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,Brazilian,Female,Unknown,,,,,,2 to 3,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,True,false_negative,0.36616778,0.6338322
Boarding,December,International,Boarded at the airport,By the passenger,Airline website/app,Ride-hailing app,No,Not applicable,Not applicable,Not applicable,,,4.0,3.0,Self-service kiosk,4.0,,,,,,,4.0,,4.0,,,,4.0,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,4.0,,,,4.0,,,,,,,,,,,,,4.0,,,,,Brazilian,Male,26 to 35 years,Higher education,Prefer not to say,No,3 people,Leisure,6 to 10,No,9900.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False,correct,0.20922957,0.7907704
Disembarkation,February,Domestic,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,,,,Brazilian,Male,Unknown,,,,,,4 to 5,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.6337832,0.6337832
Disembarkation,June,International,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,,,Not applicable,,,Not applicable,,,,,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,Brazilian,Male,Unknown,,,,,,6 to 10,Not applicable,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,correct,0.6580903,0.6580903
Boarding,August,Domestic,Boarded at the airport,By the passenger,Travel agency/third-party website,Taxi,No,Not applicable,Not applicable,Not applicable,,,2.0,2.0,Counter,5.0,,,,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,5.0,3.0,5.0,,3.0,,,,5.0,,,,4.0,,,,,Brazilian,Male,26 to 35 years,Graduate specialization,More than 20 minimum wages,Yes,,Business,More than 11,Yes,6300.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,True,false_negative,0.2697766,0.7302234
Boarding,April,Domestic,Boarded at the airport,By third parties,,Rental car,No,Not applicable,Not applicable,Not applicable,,,5.0,,Self-service kiosk,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,5.0,5.0,,,,,,,5.0,,,,,Brazilian,Female,26 to 35 years,Higher education,Between 4 and 10 minimum wages,No,1 person,Leisure,1 - first trip,,9900.0,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,False,correct,0.973597,0.973597
Boarding,February,International,Connecting,By the passenger,Airline website/app,Not applicable,No,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,5.0,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,5.0,,,,5.0,,,,,3.0,2.0,3.0,5.0,4.0,,,,5.0,,,,,Brazilian,Female,26 to 35 years,Higher education,Between 2 and 4 minimum wages,Yes,,Study/conference,2 to 3,Yes,,10800.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,False,correct,0.8507913,0.8507913
Boarding,March,Domestic,Connecting,By third parties,,Not applicable,No,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,5.0,,,,5.0,,,,,5.0,,,,5.0,,,,5.0,,,,,Brazilian,Female,Over 65 years,Higher education,Between 4 and 10 minimum wages,Yes,,Health,2 to 3,No,,10800.0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,False,correct,0.9418771,0.9418771
